location,date,variant,num_sequences_total
Angola,7/6/2020,Alpha,3
Angola,7/6/2020,B.1.1.277,3
Angola,7/6/2020,B.1.1.302,3
Angola,7/6/2020,B.1.1.519,3
Angola,7/6/2020,B.1.160,3
Angola,7/6/2020,B.1.177,3
Angola,7/6/2020,B.1.221,3
Angola,7/6/2020,B.1.258,3
Angola,7/6/2020,B.1.367,3
Angola,7/6/2020,B.1.620,3
Angola,7/6/2020,Beta,3
Angola,7/6/2020,Delta,3
Angola,7/6/2020,Epsilon,3
Angola,7/6/2020,Eta,3
Angola,7/6/2020,Gamma,3
Angola,7/6/2020,Iota,3
Angola,7/6/2020,Kappa,3
Angola,7/6/2020,Lambda,3
Angola,7/6/2020,Mu,3
Angola,7/6/2020,Omicron,3
Angola,7/6/2020,S:677H.Robin1,3
Angola,7/6/2020,S:677P.Pelican,3
Angola,7/6/2020,others,3
Angola,7/6/2020,non_who,3
Angola,8/31/2020,Alpha,1
Angola,8/31/2020,B.1.1.277,1
Angola,8/31/2020,B.1.1.302,1
Angola,8/31/2020,B.1.1.519,1
Angola,8/31/2020,B.1.160,1
Angola,8/31/2020,B.1.177,1
Angola,8/31/2020,B.1.221,1
Angola,8/31/2020,B.1.258,1
Angola,8/31/2020,B.1.367,1
Angola,8/31/2020,B.1.620,1
Angola,8/31/2020,Beta,1
Angola,8/31/2020,Delta,1
Angola,8/31/2020,Epsilon,1
Angola,8/31/2020,Eta,1
Angola,8/31/2020,Gamma,1
Angola,8/31/2020,Iota,1
Angola,8/31/2020,Kappa,1
Angola,8/31/2020,Lambda,1
Angola,8/31/2020,Mu,1
Angola,8/31/2020,Omicron,1
Angola,8/31/2020,S:677H.Robin1,1
Angola,8/31/2020,S:677P.Pelican,1
Angola,8/31/2020,others,1
Angola,8/31/2020,non_who,1
Angola,9/28/2020,Alpha,10
Angola,9/28/2020,B.1.1.277,10
Angola,9/28/2020,B.1.1.302,10
Angola,9/28/2020,B.1.1.519,10
Angola,9/28/2020,B.1.160,10
Angola,9/28/2020,B.1.177,10
Angola,9/28/2020,B.1.221,10
Angola,9/28/2020,B.1.258,10
Angola,9/28/2020,B.1.367,10
Angola,9/28/2020,B.1.620,10
Angola,9/28/2020,Beta,10
Angola,9/28/2020,Delta,10
Angola,9/28/2020,Epsilon,10
Angola,9/28/2020,Eta,10
Angola,9/28/2020,Gamma,10
Angola,9/28/2020,Iota,10
Angola,9/28/2020,Kappa,10
Angola,9/28/2020,Lambda,10
Angola,9/28/2020,Mu,10
Angola,9/28/2020,Omicron,10
Angola,9/28/2020,S:677H.Robin1,10
Angola,9/28/2020,S:677P.Pelican,10
Angola,9/28/2020,others,10
Angola,9/28/2020,non_who,10
Angola,10/12/2020,Alpha,29
Angola,10/12/2020,B.1.1.277,29
Angola,10/12/2020,B.1.1.302,29
Angola,10/12/2020,B.1.1.519,29
Angola,10/12/2020,B.1.160,29
Angola,10/12/2020,B.1.177,29
Angola,10/12/2020,B.1.221,29
Angola,10/12/2020,B.1.258,29
Angola,10/12/2020,B.1.367,29
Angola,10/12/2020,B.1.620,29
Angola,10/12/2020,Beta,29
Angola,10/12/2020,Delta,29
Angola,10/12/2020,Epsilon,29
Angola,10/12/2020,Eta,29
Angola,10/12/2020,Gamma,29
Angola,10/12/2020,Iota,29
Angola,10/12/2020,Kappa,29
Angola,10/12/2020,Lambda,29
Angola,10/12/2020,Mu,29
Angola,10/12/2020,Omicron,29
Angola,10/12/2020,S:677H.Robin1,29
Angola,10/12/2020,S:677P.Pelican,29
Angola,10/12/2020,others,29
Angola,10/12/2020,non_who,29
Angola,10/26/2020,Alpha,7
Angola,10/26/2020,B.1.1.277,7
Angola,10/26/2020,B.1.1.302,7
Angola,10/26/2020,B.1.1.519,7
Angola,10/26/2020,B.1.160,7
Angola,10/26/2020,B.1.177,7
Angola,10/26/2020,B.1.221,7
Angola,10/26/2020,B.1.258,7
Angola,10/26/2020,B.1.367,7
Angola,10/26/2020,B.1.620,7
Angola,10/26/2020,Beta,7
Angola,10/26/2020,Delta,7
Angola,10/26/2020,Epsilon,7
Angola,10/26/2020,Eta,7
Angola,10/26/2020,Gamma,7
Angola,10/26/2020,Iota,7
Angola,10/26/2020,Kappa,7
Angola,10/26/2020,Lambda,7
Angola,10/26/2020,Mu,7
Angola,10/26/2020,Omicron,7
Angola,10/26/2020,S:677H.Robin1,7
Angola,10/26/2020,S:677P.Pelican,7
Angola,10/26/2020,others,7
Angola,10/26/2020,non_who,7
Angola,12/7/2020,Alpha,6
Angola,12/7/2020,B.1.1.277,6
Angola,12/7/2020,B.1.1.302,6
Angola,12/7/2020,B.1.1.519,6
Angola,12/7/2020,B.1.160,6
Angola,12/7/2020,B.1.177,6
Angola,12/7/2020,B.1.221,6
Angola,12/7/2020,B.1.258,6
Angola,12/7/2020,B.1.367,6
Angola,12/7/2020,B.1.620,6
Angola,12/7/2020,Beta,6
Angola,12/7/2020,Delta,6
Angola,12/7/2020,Epsilon,6
Angola,12/7/2020,Eta,6
Angola,12/7/2020,Gamma,6
Angola,12/7/2020,Iota,6
Angola,12/7/2020,Kappa,6
Angola,12/7/2020,Lambda,6
Angola,12/7/2020,Mu,6
Angola,12/7/2020,Omicron,6
Angola,12/7/2020,S:677H.Robin1,6
Angola,12/7/2020,S:677P.Pelican,6
Angola,12/7/2020,others,6
Angola,12/7/2020,non_who,6
Angola,12/21/2020,Alpha,93
Angola,12/21/2020,B.1.1.277,93
Angola,12/21/2020,B.1.1.302,93
Angola,12/21/2020,B.1.1.519,93
Angola,12/21/2020,B.1.160,93
Angola,12/21/2020,B.1.177,93
Angola,12/21/2020,B.1.221,93
Angola,12/21/2020,B.1.258,93
Angola,12/21/2020,B.1.367,93
Angola,12/21/2020,B.1.620,93
Angola,12/21/2020,Beta,93
Angola,12/21/2020,Delta,93
Angola,12/21/2020,Epsilon,93
Angola,12/21/2020,Eta,93
Angola,12/21/2020,Gamma,93
Angola,12/21/2020,Iota,93
Angola,12/21/2020,Kappa,93
Angola,12/21/2020,Lambda,93
Angola,12/21/2020,Mu,93
Angola,12/21/2020,Omicron,93
Angola,12/21/2020,S:677H.Robin1,93
Angola,12/21/2020,S:677P.Pelican,93
Angola,12/21/2020,others,93
Angola,12/21/2020,non_who,93
Angola,1/4/2021,Alpha,5
Angola,1/4/2021,B.1.1.277,5
Angola,1/4/2021,B.1.1.302,5
Angola,1/4/2021,B.1.1.519,5
Angola,1/4/2021,B.1.160,5
Angola,1/4/2021,B.1.177,5
Angola,1/4/2021,B.1.221,5
Angola,1/4/2021,B.1.258,5
Angola,1/4/2021,B.1.367,5
Angola,1/4/2021,B.1.620,5
Angola,1/4/2021,Beta,5
Angola,1/4/2021,Delta,5
Angola,1/4/2021,Epsilon,5
Angola,1/4/2021,Eta,5
Angola,1/4/2021,Gamma,5
Angola,1/4/2021,Iota,5
Angola,1/4/2021,Kappa,5
Angola,1/4/2021,Lambda,5
Angola,1/4/2021,Mu,5
Angola,1/4/2021,Omicron,5
Angola,1/4/2021,S:677H.Robin1,5
Angola,1/4/2021,S:677P.Pelican,5
Angola,1/4/2021,others,5
Angola,1/4/2021,non_who,5
Angola,1/11/2021,Alpha,16
Angola,1/11/2021,B.1.1.277,16
Angola,1/11/2021,B.1.1.302,16
Angola,1/11/2021,B.1.1.519,16
Angola,1/11/2021,B.1.160,16
Angola,1/11/2021,B.1.177,16
Angola,1/11/2021,B.1.221,16
Angola,1/11/2021,B.1.258,16
Angola,1/11/2021,B.1.367,16
Angola,1/11/2021,B.1.620,16
Angola,1/11/2021,Beta,16
Angola,1/11/2021,Delta,16
Angola,1/11/2021,Epsilon,16
Angola,1/11/2021,Eta,16
Angola,1/11/2021,Gamma,16
Angola,1/11/2021,Iota,16
Angola,1/11/2021,Kappa,16
Angola,1/11/2021,Lambda,16
Angola,1/11/2021,Mu,16
Angola,1/11/2021,Omicron,16
Angola,1/11/2021,S:677H.Robin1,16
Angola,1/11/2021,S:677P.Pelican,16
Angola,1/11/2021,others,16
Angola,1/11/2021,non_who,16
Angola,1/25/2021,Alpha,52
Angola,1/25/2021,B.1.1.277,52
Angola,1/25/2021,B.1.1.302,52
Angola,1/25/2021,B.1.1.519,52
Angola,1/25/2021,B.1.160,52
Angola,1/25/2021,B.1.177,52
Angola,1/25/2021,B.1.221,52
Angola,1/25/2021,B.1.258,52
Angola,1/25/2021,B.1.367,52
Angola,1/25/2021,B.1.620,52
Angola,1/25/2021,Beta,52
Angola,1/25/2021,Delta,52
Angola,1/25/2021,Epsilon,52
Angola,1/25/2021,Eta,52
Angola,1/25/2021,Gamma,52
Angola,1/25/2021,Iota,52
Angola,1/25/2021,Kappa,52
Angola,1/25/2021,Lambda,52
Angola,1/25/2021,Mu,52
Angola,1/25/2021,Omicron,52
Angola,1/25/2021,S:677H.Robin1,52
Angola,1/25/2021,S:677P.Pelican,52
Angola,1/25/2021,others,52
Angola,1/25/2021,non_who,52
Angola,2/8/2021,Alpha,42
Angola,2/8/2021,B.1.1.277,42
Angola,2/8/2021,B.1.1.302,42
Angola,2/8/2021,B.1.1.519,42
Angola,2/8/2021,B.1.160,42
Angola,2/8/2021,B.1.177,42
Angola,2/8/2021,B.1.221,42
Angola,2/8/2021,B.1.258,42
Angola,2/8/2021,B.1.367,42
Angola,2/8/2021,B.1.620,42
Angola,2/8/2021,Beta,42
Angola,2/8/2021,Delta,42
Angola,2/8/2021,Epsilon,42
Angola,2/8/2021,Eta,42
Angola,2/8/2021,Gamma,42
Angola,2/8/2021,Iota,42
Angola,2/8/2021,Kappa,42
Angola,2/8/2021,Lambda,42
Angola,2/8/2021,Mu,42
Angola,2/8/2021,Omicron,42
Angola,2/8/2021,S:677H.Robin1,42
Angola,2/8/2021,S:677P.Pelican,42
Angola,2/8/2021,others,42
Angola,2/8/2021,non_who,42
Angola,2/22/2021,Alpha,39
Angola,2/22/2021,B.1.1.277,39
Angola,2/22/2021,B.1.1.302,39
Angola,2/22/2021,B.1.1.519,39
Angola,2/22/2021,B.1.160,39
Angola,2/22/2021,B.1.177,39
Angola,2/22/2021,B.1.221,39
Angola,2/22/2021,B.1.258,39
Angola,2/22/2021,B.1.367,39
Angola,2/22/2021,B.1.620,39
Angola,2/22/2021,Beta,39
Angola,2/22/2021,Delta,39
Angola,2/22/2021,Epsilon,39
Angola,2/22/2021,Eta,39
Angola,2/22/2021,Gamma,39
Angola,2/22/2021,Iota,39
Angola,2/22/2021,Kappa,39
Angola,2/22/2021,Lambda,39
Angola,2/22/2021,Mu,39
Angola,2/22/2021,Omicron,39
Angola,2/22/2021,S:677H.Robin1,39
Angola,2/22/2021,S:677P.Pelican,39
Angola,2/22/2021,others,39
Angola,2/22/2021,non_who,39
Angola,3/8/2021,Alpha,113
Angola,3/8/2021,B.1.1.277,113
Angola,3/8/2021,B.1.1.302,113
Angola,3/8/2021,B.1.1.519,113
Angola,3/8/2021,B.1.160,113
Angola,3/8/2021,B.1.177,113
Angola,3/8/2021,B.1.221,113
Angola,3/8/2021,B.1.258,113
Angola,3/8/2021,B.1.367,113
Angola,3/8/2021,B.1.620,113
Angola,3/8/2021,Beta,113
Angola,3/8/2021,Delta,113
Angola,3/8/2021,Epsilon,113
Angola,3/8/2021,Eta,113
Angola,3/8/2021,Gamma,113
Angola,3/8/2021,Iota,113
Angola,3/8/2021,Kappa,113
Angola,3/8/2021,Lambda,113
Angola,3/8/2021,Mu,113
Angola,3/8/2021,Omicron,113
Angola,3/8/2021,S:677H.Robin1,113
Angola,3/8/2021,S:677P.Pelican,113
Angola,3/8/2021,others,113
Angola,3/8/2021,non_who,113
Angola,3/22/2021,Alpha,121
Angola,3/22/2021,B.1.1.277,121
Angola,3/22/2021,B.1.1.302,121
Angola,3/22/2021,B.1.1.519,121
Angola,3/22/2021,B.1.160,121
Angola,3/22/2021,B.1.177,121
Angola,3/22/2021,B.1.221,121
Angola,3/22/2021,B.1.258,121
Angola,3/22/2021,B.1.367,121
Angola,3/22/2021,B.1.620,121
Angola,3/22/2021,Beta,121
Angola,3/22/2021,Delta,121
Angola,3/22/2021,Epsilon,121
Angola,3/22/2021,Eta,121
Angola,3/22/2021,Gamma,121
Angola,3/22/2021,Iota,121
Angola,3/22/2021,Kappa,121
Angola,3/22/2021,Lambda,121
Angola,3/22/2021,Mu,121
Angola,3/22/2021,Omicron,121
Angola,3/22/2021,S:677H.Robin1,121
Angola,3/22/2021,S:677P.Pelican,121
Angola,3/22/2021,others,121
Angola,3/22/2021,non_who,121
Angola,4/5/2021,Alpha,137
Angola,4/5/2021,B.1.1.277,137
Angola,4/5/2021,B.1.1.302,137
Angola,4/5/2021,B.1.1.519,137
Angola,4/5/2021,B.1.160,137
Angola,4/5/2021,B.1.177,137
Angola,4/5/2021,B.1.221,137
Angola,4/5/2021,B.1.258,137
Angola,4/5/2021,B.1.367,137
Angola,4/5/2021,B.1.620,137
Angola,4/5/2021,Beta,137
Angola,4/5/2021,Delta,137
Angola,4/5/2021,Epsilon,137
Angola,4/5/2021,Eta,137
Angola,4/5/2021,Gamma,137
Angola,4/5/2021,Iota,137
Angola,4/5/2021,Kappa,137
Angola,4/5/2021,Lambda,137
Angola,4/5/2021,Mu,137
Angola,4/5/2021,Omicron,137
Angola,4/5/2021,S:677H.Robin1,137
Angola,4/5/2021,S:677P.Pelican,137
Angola,4/5/2021,others,137
Angola,4/5/2021,non_who,137
Angola,4/19/2021,Alpha,83
Angola,4/19/2021,B.1.1.277,83
Angola,4/19/2021,B.1.1.302,83
Angola,4/19/2021,B.1.1.519,83
Angola,4/19/2021,B.1.160,83
Angola,4/19/2021,B.1.177,83
Angola,4/19/2021,B.1.221,83
Angola,4/19/2021,B.1.258,83
Angola,4/19/2021,B.1.367,83
Angola,4/19/2021,B.1.620,83
Angola,4/19/2021,Beta,83
Angola,4/19/2021,Delta,83
Angola,4/19/2021,Epsilon,83
Angola,4/19/2021,Eta,83
Angola,4/19/2021,Gamma,83
Angola,4/19/2021,Iota,83
Angola,4/19/2021,Kappa,83
Angola,4/19/2021,Lambda,83
Angola,4/19/2021,Mu,83
Angola,4/19/2021,Omicron,83
Angola,4/19/2021,S:677H.Robin1,83
Angola,4/19/2021,S:677P.Pelican,83
Angola,4/19/2021,others,83
Angola,4/19/2021,non_who,83
Angola,5/3/2021,Alpha,34
Angola,5/3/2021,B.1.1.277,34
Angola,5/3/2021,B.1.1.302,34
Angola,5/3/2021,B.1.1.519,34
Angola,5/3/2021,B.1.160,34
Angola,5/3/2021,B.1.177,34
Angola,5/3/2021,B.1.221,34
Angola,5/3/2021,B.1.258,34
Angola,5/3/2021,B.1.367,34
Angola,5/3/2021,B.1.620,34
Angola,5/3/2021,Beta,34
Angola,5/3/2021,Delta,34
Angola,5/3/2021,Epsilon,34
Angola,5/3/2021,Eta,34
Angola,5/3/2021,Gamma,34
Angola,5/3/2021,Iota,34
Angola,5/3/2021,Kappa,34
Angola,5/3/2021,Lambda,34
Angola,5/3/2021,Mu,34
Angola,5/3/2021,Omicron,34
Angola,5/3/2021,S:677H.Robin1,34
Angola,5/3/2021,S:677P.Pelican,34
Angola,5/3/2021,others,34
Angola,5/3/2021,non_who,34
Angola,5/17/2021,Alpha,5
Angola,5/17/2021,B.1.1.277,5
Angola,5/17/2021,B.1.1.302,5
Angola,5/17/2021,B.1.1.519,5
Angola,5/17/2021,B.1.160,5
Angola,5/17/2021,B.1.177,5
Angola,5/17/2021,B.1.221,5
Angola,5/17/2021,B.1.258,5
Angola,5/17/2021,B.1.367,5
Angola,5/17/2021,B.1.620,5
Angola,5/17/2021,Beta,5
Angola,5/17/2021,Delta,5
Angola,5/17/2021,Epsilon,5
Angola,5/17/2021,Eta,5
Angola,5/17/2021,Gamma,5
Angola,5/17/2021,Iota,5
Angola,5/17/2021,Kappa,5
Angola,5/17/2021,Lambda,5
Angola,5/17/2021,Mu,5
Angola,5/17/2021,Omicron,5
Angola,5/17/2021,S:677H.Robin1,5
Angola,5/17/2021,S:677P.Pelican,5
Angola,5/17/2021,others,5
Angola,5/17/2021,non_who,5
Angola,5/31/2021,Alpha,7
Angola,5/31/2021,B.1.1.277,7
Angola,5/31/2021,B.1.1.302,7
Angola,5/31/2021,B.1.1.519,7
Angola,5/31/2021,B.1.160,7
Angola,5/31/2021,B.1.177,7
Angola,5/31/2021,B.1.221,7
Angola,5/31/2021,B.1.258,7
Angola,5/31/2021,B.1.367,7
Angola,5/31/2021,B.1.620,7
Angola,5/31/2021,Beta,7
Angola,5/31/2021,Delta,7
Angola,5/31/2021,Epsilon,7
Angola,5/31/2021,Eta,7
Angola,5/31/2021,Gamma,7
Angola,5/31/2021,Iota,7
Angola,5/31/2021,Kappa,7
Angola,5/31/2021,Lambda,7
Angola,5/31/2021,Mu,7
Angola,5/31/2021,Omicron,7
Angola,5/31/2021,S:677H.Robin1,7
Angola,5/31/2021,S:677P.Pelican,7
Angola,5/31/2021,others,7
Angola,5/31/2021,non_who,7
Angola,6/14/2021,Alpha,22
Angola,6/14/2021,B.1.1.277,22
Angola,6/14/2021,B.1.1.302,22
Angola,6/14/2021,B.1.1.519,22
Angola,6/14/2021,B.1.160,22
Angola,6/14/2021,B.1.177,22
Angola,6/14/2021,B.1.221,22
Angola,6/14/2021,B.1.258,22
Angola,6/14/2021,B.1.367,22
Angola,6/14/2021,B.1.620,22
Angola,6/14/2021,Beta,22
Angola,6/14/2021,Delta,22
Angola,6/14/2021,Epsilon,22
Angola,6/14/2021,Eta,22
Angola,6/14/2021,Gamma,22
Angola,6/14/2021,Iota,22
Angola,6/14/2021,Kappa,22
Angola,6/14/2021,Lambda,22
Angola,6/14/2021,Mu,22
Angola,6/14/2021,Omicron,22
Angola,6/14/2021,S:677H.Robin1,22
Angola,6/14/2021,S:677P.Pelican,22
Angola,6/14/2021,others,22
Angola,6/14/2021,non_who,22
Angola,6/28/2021,Alpha,59
Angola,6/28/2021,B.1.1.277,59
Angola,6/28/2021,B.1.1.302,59
Angola,6/28/2021,B.1.1.519,59
Angola,6/28/2021,B.1.160,59
Angola,6/28/2021,B.1.177,59
Angola,6/28/2021,B.1.221,59
Angola,6/28/2021,B.1.258,59
Angola,6/28/2021,B.1.367,59
Angola,6/28/2021,B.1.620,59
Angola,6/28/2021,Beta,59
Angola,6/28/2021,Delta,59
Angola,6/28/2021,Epsilon,59
Angola,6/28/2021,Eta,59
Angola,6/28/2021,Gamma,59
Angola,6/28/2021,Iota,59
Angola,6/28/2021,Kappa,59
Angola,6/28/2021,Lambda,59
Angola,6/28/2021,Mu,59
Angola,6/28/2021,Omicron,59
Angola,6/28/2021,S:677H.Robin1,59
Angola,6/28/2021,S:677P.Pelican,59
Angola,6/28/2021,others,59
Angola,6/28/2021,non_who,59
Angola,7/12/2021,Alpha,46
Angola,7/12/2021,B.1.1.277,46
Angola,7/12/2021,B.1.1.302,46
Angola,7/12/2021,B.1.1.519,46
Angola,7/12/2021,B.1.160,46
Angola,7/12/2021,B.1.177,46
Angola,7/12/2021,B.1.221,46
Angola,7/12/2021,B.1.258,46
Angola,7/12/2021,B.1.367,46
Angola,7/12/2021,B.1.620,46
Angola,7/12/2021,Beta,46
Angola,7/12/2021,Delta,46
Angola,7/12/2021,Epsilon,46
Angola,7/12/2021,Eta,46
Angola,7/12/2021,Gamma,46
Angola,7/12/2021,Iota,46
Angola,7/12/2021,Kappa,46
Angola,7/12/2021,Lambda,46
Angola,7/12/2021,Mu,46
Angola,7/12/2021,Omicron,46
Angola,7/12/2021,S:677H.Robin1,46
Angola,7/12/2021,S:677P.Pelican,46
Angola,7/12/2021,others,46
Angola,7/12/2021,non_who,46
Angola,7/26/2021,Alpha,10
Angola,7/26/2021,B.1.1.277,10
Angola,7/26/2021,B.1.1.302,10
Angola,7/26/2021,B.1.1.519,10
Angola,7/26/2021,B.1.160,10
Angola,7/26/2021,B.1.177,10
Angola,7/26/2021,B.1.221,10
Angola,7/26/2021,B.1.258,10
Angola,7/26/2021,B.1.367,10
Angola,7/26/2021,B.1.620,10
Angola,7/26/2021,Beta,10
Angola,7/26/2021,Delta,10
Angola,7/26/2021,Epsilon,10
Angola,7/26/2021,Eta,10
Angola,7/26/2021,Gamma,10
Angola,7/26/2021,Iota,10
Angola,7/26/2021,Kappa,10
Angola,7/26/2021,Lambda,10
Angola,7/26/2021,Mu,10
Angola,7/26/2021,Omicron,10
Angola,7/26/2021,S:677H.Robin1,10
Angola,7/26/2021,S:677P.Pelican,10
Angola,7/26/2021,others,10
Angola,7/26/2021,non_who,10
Angola,8/9/2021,Alpha,4
Angola,8/9/2021,B.1.1.277,4
Angola,8/9/2021,B.1.1.302,4
Angola,8/9/2021,B.1.1.519,4
Angola,8/9/2021,B.1.160,4
Angola,8/9/2021,B.1.177,4
Angola,8/9/2021,B.1.221,4
Angola,8/9/2021,B.1.258,4
Angola,8/9/2021,B.1.367,4
Angola,8/9/2021,B.1.620,4
Angola,8/9/2021,Beta,4
Angola,8/9/2021,Delta,4
Angola,8/9/2021,Epsilon,4
Angola,8/9/2021,Eta,4
Angola,8/9/2021,Gamma,4
Angola,8/9/2021,Iota,4
Angola,8/9/2021,Kappa,4
Angola,8/9/2021,Lambda,4
Angola,8/9/2021,Mu,4
Angola,8/9/2021,Omicron,4
Angola,8/9/2021,S:677H.Robin1,4
Angola,8/9/2021,S:677P.Pelican,4
Angola,8/9/2021,others,4
Angola,8/9/2021,non_who,4
Angola,8/23/2021,Alpha,1
Angola,8/23/2021,B.1.1.277,1
Angola,8/23/2021,B.1.1.302,1
Angola,8/23/2021,B.1.1.519,1
Angola,8/23/2021,B.1.160,1
Angola,8/23/2021,B.1.177,1
Angola,8/23/2021,B.1.221,1
Angola,8/23/2021,B.1.258,1
Angola,8/23/2021,B.1.367,1
Angola,8/23/2021,B.1.620,1
Angola,8/23/2021,Beta,1
Angola,8/23/2021,Delta,1
Angola,8/23/2021,Epsilon,1
Angola,8/23/2021,Eta,1
Angola,8/23/2021,Gamma,1
Angola,8/23/2021,Iota,1
Angola,8/23/2021,Kappa,1
Angola,8/23/2021,Lambda,1
Angola,8/23/2021,Mu,1
Angola,8/23/2021,Omicron,1
Angola,8/23/2021,S:677H.Robin1,1
Angola,8/23/2021,S:677P.Pelican,1
Angola,8/23/2021,others,1
Angola,8/23/2021,non_who,1
Angola,9/6/2021,Alpha,20
Angola,9/6/2021,B.1.1.277,20
Angola,9/6/2021,B.1.1.302,20
Angola,9/6/2021,B.1.1.519,20
Angola,9/6/2021,B.1.160,20
Angola,9/6/2021,B.1.177,20
Angola,9/6/2021,B.1.221,20
Angola,9/6/2021,B.1.258,20
Angola,9/6/2021,B.1.367,20
Angola,9/6/2021,B.1.620,20
Angola,9/6/2021,Beta,20
Angola,9/6/2021,Delta,20
Angola,9/6/2021,Epsilon,20
Angola,9/6/2021,Eta,20
Angola,9/6/2021,Gamma,20
Angola,9/6/2021,Iota,20
Angola,9/6/2021,Kappa,20
Angola,9/6/2021,Lambda,20
Angola,9/6/2021,Mu,20
Angola,9/6/2021,Omicron,20
Angola,9/6/2021,S:677H.Robin1,20
Angola,9/6/2021,S:677P.Pelican,20
Angola,9/6/2021,others,20
Angola,9/6/2021,non_who,20
Angola,9/20/2021,Alpha,57
Angola,9/20/2021,B.1.1.277,57
Angola,9/20/2021,B.1.1.302,57
Angola,9/20/2021,B.1.1.519,57
Angola,9/20/2021,B.1.160,57
Angola,9/20/2021,B.1.177,57
Angola,9/20/2021,B.1.221,57
Angola,9/20/2021,B.1.258,57
Angola,9/20/2021,B.1.367,57
Angola,9/20/2021,B.1.620,57
Angola,9/20/2021,Beta,57
Angola,9/20/2021,Delta,57
Angola,9/20/2021,Epsilon,57
Angola,9/20/2021,Eta,57
Angola,9/20/2021,Gamma,57
Angola,9/20/2021,Iota,57
Angola,9/20/2021,Kappa,57
Angola,9/20/2021,Lambda,57
Angola,9/20/2021,Mu,57
Angola,9/20/2021,Omicron,57
Angola,9/20/2021,S:677H.Robin1,57
Angola,9/20/2021,S:677P.Pelican,57
Angola,9/20/2021,others,57
Angola,9/20/2021,non_who,57
Angola,10/4/2021,Alpha,33
Angola,10/4/2021,B.1.1.277,33
Angola,10/4/2021,B.1.1.302,33
Angola,10/4/2021,B.1.1.519,33
Angola,10/4/2021,B.1.160,33
Angola,10/4/2021,B.1.177,33
Angola,10/4/2021,B.1.221,33
Angola,10/4/2021,B.1.258,33
Angola,10/4/2021,B.1.367,33
Angola,10/4/2021,B.1.620,33
Angola,10/4/2021,Beta,33
Angola,10/4/2021,Delta,33
Angola,10/4/2021,Epsilon,33
Angola,10/4/2021,Eta,33
Angola,10/4/2021,Gamma,33
Angola,10/4/2021,Iota,33
Angola,10/4/2021,Kappa,33
Angola,10/4/2021,Lambda,33
Angola,10/4/2021,Mu,33
Angola,10/4/2021,Omicron,33
Angola,10/4/2021,S:677H.Robin1,33
Angola,10/4/2021,S:677P.Pelican,33
Angola,10/4/2021,others,33
Angola,10/4/2021,non_who,33
Argentina,5/11/2020,Alpha,151
Argentina,5/11/2020,B.1.1.277,151
Argentina,5/11/2020,B.1.1.302,151
Argentina,5/11/2020,B.1.1.519,151
Argentina,5/11/2020,B.1.160,151
Argentina,5/11/2020,B.1.177,151
Argentina,5/11/2020,B.1.221,151
Argentina,5/11/2020,B.1.258,151
Argentina,5/11/2020,B.1.367,151
Argentina,5/11/2020,B.1.620,151
Argentina,5/11/2020,Beta,151
Argentina,5/11/2020,Delta,151
Argentina,5/11/2020,Epsilon,151
Argentina,5/11/2020,Eta,151
Argentina,5/11/2020,Gamma,151
Argentina,5/11/2020,Iota,151
Argentina,5/11/2020,Kappa,151
Argentina,5/11/2020,Lambda,151
Argentina,5/11/2020,Mu,151
Argentina,5/11/2020,Omicron,151
Argentina,5/11/2020,S:677H.Robin1,151
Argentina,5/11/2020,S:677P.Pelican,151
Argentina,5/11/2020,others,151
Argentina,5/11/2020,non_who,151
Argentina,5/25/2020,Alpha,167
Argentina,5/25/2020,B.1.1.277,167
Argentina,5/25/2020,B.1.1.302,167
Argentina,5/25/2020,B.1.1.519,167
Argentina,5/25/2020,B.1.160,167
Argentina,5/25/2020,B.1.177,167
Argentina,5/25/2020,B.1.221,167
Argentina,5/25/2020,B.1.258,167
Argentina,5/25/2020,B.1.367,167
Argentina,5/25/2020,B.1.620,167
Argentina,5/25/2020,Beta,167
Argentina,5/25/2020,Delta,167
Argentina,5/25/2020,Epsilon,167
Argentina,5/25/2020,Eta,167
Argentina,5/25/2020,Gamma,167
Argentina,5/25/2020,Iota,167
Argentina,5/25/2020,Kappa,167
Argentina,5/25/2020,Lambda,167
Argentina,5/25/2020,Mu,167
Argentina,5/25/2020,Omicron,167
Argentina,5/25/2020,S:677H.Robin1,167
Argentina,5/25/2020,S:677P.Pelican,167
Argentina,5/25/2020,others,167
Argentina,5/25/2020,non_who,167
Argentina,6/8/2020,Alpha,67
Argentina,6/8/2020,B.1.1.277,67
Argentina,6/8/2020,B.1.1.302,67
Argentina,6/8/2020,B.1.1.519,67
Argentina,6/8/2020,B.1.160,67
Argentina,6/8/2020,B.1.177,67
Argentina,6/8/2020,B.1.221,67
Argentina,6/8/2020,B.1.258,67
Argentina,6/8/2020,B.1.367,67
Argentina,6/8/2020,B.1.620,67
Argentina,6/8/2020,Beta,67
Argentina,6/8/2020,Delta,67
Argentina,6/8/2020,Epsilon,67
Argentina,6/8/2020,Eta,67
Argentina,6/8/2020,Gamma,67
Argentina,6/8/2020,Iota,67
Argentina,6/8/2020,Kappa,67
Argentina,6/8/2020,Lambda,67
Argentina,6/8/2020,Mu,67
Argentina,6/8/2020,Omicron,67
Argentina,6/8/2020,S:677H.Robin1,67
Argentina,6/8/2020,S:677P.Pelican,67
Argentina,6/8/2020,others,67
